"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"1975","Finland","Total","Females","Number","2,428,572",""
"1975","Sweden","Total","Females","Number","4,108,766",""
"1975","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1975","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1975","European Free Trade Association","Total","Females","Number","5,386,910",""
"1975","Iceland","Total","Females","Number","107,158",""
"1975","Liechtenstein","Total","Females","Number","11,855",""
"1975","Norway","Total","Females","Number","2,011,310",""
"1975","Switzerland","Total","Females","Number","3,256,587",""
"1975","United Kingdom","Total","Females","Number","28,875,801",""
"1975","Montenegro","Total","Females","Number",":",""
"1975","North Macedonia","Total","Females","Number",":",""
"1975","Albania","Total","Females","Number",":",""
"1975","Serbia","Total","Females","Number",":",""
"1975","Turkey","Total","Females","Number","19,259,726",""
"1975","Andorra","Total","Females","Number",":",""
"1975","Belarus","Total","Females","Number",":",""
"1975","Bosnia and Herzegovina","Total","Females","Number",":",""
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1975","Moldova","Total","Females","Number",":",""
"1975","Monaco","Total","Females","Number",":",""
"1975","Russia","Total","Females","Number",":",""
"1975","San Marino","Total","Females","Number",":",""
"1975","Ukraine","Total","Females","Number",":",""
"1975","Armenia","Total","Females","Number",":",""
"1975","Azerbaijan","Total","Females","Number",":",""
"1975","Georgia","Total","Females","Number",":",""
"1976","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1976","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1976","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1976","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1976","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1976","Belgium","Total","Females","Number","5,007,918",""
"1976","Bulgaria","Total","Females","Number","4,371,919",""
"1976","Czechia","Total","Females","Number","5,201,299",""
"1976","Denmark","Total","Females","Number","2,558,469",""
"1976","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,263,124",""
"1976","Germany including former GDR","Total","Females","Number","41,265,958",""
"1976","Estonia","Total","Females","Number","772,075",""
"1976","Ireland","Total","Females","Number","1,598,800",""
"1976","Greece","Total","Females","Number","4,642,909",""
"1976","Spain","Total","Females","Number","18,333,864",""
"1976","France","Total","Females","Number",":",""
"1976","France (metropolitan)","Total","Females","Number","26,951,774",""
"1976","Croatia","Total","Females","Number",":",""
"1976","Italy","Total","Females","Number","28,451,492",""
"1976","Cyprus","Total","Females","Number","249,168",""
"1976","Latvia","Total","Females","Number","1,331,443",""
"1976","Lithuania","Total","Females","Number","1,753,156",""
"1976","Luxembourg","Total","Females","Number","181,557",""
"1976","Hungary","Total","Females","Number","5,443,187",""
"1976","Malta","Total","Females","Number",":",""
"1976","Netherlands","Total","Females","Number","6,896,703",""
"1976","Austria","Total","Females","Number","3,992,886",""
"1976","Poland","Total","Females","Number",":",""
"1976","Portugal","Total","Females","Number","4,876,530",""
"1976","Romania","Total","Females","Number","10,880,755",""
"1976","Slovenia","Total","Females","Number","933,325",""
"1976","Slovakia","Total","Females","Number","2,417,550",""
"1976","Finland","Total","Females","Number","2,438,377",""
"1976","Sweden","Total","Females","Number","4,127,168",""
"1976","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1976","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1976","European Free Trade Association","Total","Females","Number","5,383,941",""
"1976","Iceland","Total","Females","Number","108,509",""
"1976","Liechtenstein","Total","Females","Number","12,036",""
"1976","Norway","Total","Females","Number","2,022,234",""
"1976","Switzerland","Total","Females","Number","3,241,162",""
"1976","United Kingdom","Total","Females","Number","28,860,209",""
"1976","Montenegro","Total","Females","Number",":",""
"1976","North Macedonia","Total","Females","Number",":",""
"1976","Albania","Total","Females","Number",":",""
"1976","Serbia","Total","Females","Number",":",""
"1976","Turkey","Total","Females","Number","19,662,486",""
"1976","Andorra","Total","Females","Number",":",""
"1976","Belarus","Total","Females","Number",":",""
"1976","Bosnia and Herzegovina","Total","Females","Number",":",""
"1976","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1976","Moldova","Total","Females","Number",":",""
"1976","Monaco","Total","Females","Number",":",""
"1976","Russia","Total","Females","Number",":",""
"1976","San Marino","Total","Females","Number",":",""
"1976","Ukraine","Total","Females","Number",":",""
"1976","Armenia","Total","Females","Number",":",""
"1976","Azerbaijan","Total","Females","Number",":",""
"1976","Georgia","Total","Females","Number",":",""
"1977","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1977","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1977","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1977","Euro area - 19 countries  (from 2015)","Total","Females","Number","152,866,008",""
"1977","Euro area - 18 countries (2014)","Total","Females","Number","151,098,963",""
"1977","Belgium","Total","Females","Number","5,014,837",""
"1977","Bulgaria","Total","Females","Number","4,400,441",""
"1977","Czechia","Total","Females","Number","5,233,740",""
"1977","Denmark","Total","Females","Number","2,567,052",""
"1977","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,179,200",""
"1977","Germany including former GDR","Total","Females","Number","41,140,341",""
"1977","Estonia","Total","Females","Number","776,846",""
"1977","Ireland","Total","Females","Number","1,621,400",""
"1977","Greece","Total","Females","Number","4,732,914",""
"1977","Spain","Total","Females","Number","18,521,877",""
"1977","France","Total","Females","Number",":",""
"1977","France (metropolitan)","Total","Females","Number","27,080,428",""
"1977","Croatia","Total","Females","Number",":",""
"1977","Italy","Total","Females","Number","28,598,245",""
"1977","Cyprus","Total","Females","Number","248,900",""
"1977","Latvia","Total","Females","Number","1,338,420",""
"1977","Lithuania","Total","Females","Number","1,767,045",""
"1977","Luxembourg","Total","Females","Number","182,372",""
"1977","Hungary","Total","Females","Number","5,469,407",""
"1977","Malta","Total","Females","Number","157,975",""
"1977","Netherlands","Total","Females","Number","6,942,948",""
"1977","Austria","Total","Females","Number","3,992,437",""
"1977","Poland","Total","Females","Number",":",""
"1977","Portugal","Total","Females","Number","4,915,990",""
"1977","Romania","Total","Females","Number","10,979,838",""
"1977","Slovenia","Total","Females","Number","944,341",""
"1977","Slovakia","Total","Females","Number","2,444,248",""
"1977","Finland","Total","Females","Number","2,444,444",""
"1977","Sweden","Total","Females","Number","4,143,580",""
"1977","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1977","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1977","European Free Trade Association","Total","Females","Number","5,377,880",""
"1977","Iceland","Total","Females","Number","109,429",""
"1977","Liechtenstein","Total","Females","Number","12,197",""
"1977","Norway","Total","Females","Number","2,032,090",""
"1977","Switzerland","Total","Females","Number","3,224,164",""
"1977","United Kingdom","Total","Females","Number","28,850,323",""
"1977","Montenegro","Total","Females","Number",":",""
"1977","North Macedonia","Total","Females","Number",":",""
"1977","Albania","Total","Females","Number",":",""
"1977","Serbia","Total","Females","Number",":",""
"1977","Turkey","Total","Females","Number","20,099,695",""
"1977","Andorra","Total","Females","Number",":",""
"1977","Belarus","Total","Females","Number",":",""
"1977","Bosnia and Herzegovina","Total","Females","Number",":",""
"1977","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1977","Moldova","Total","Females","Number",":",""
"1977","Monaco","Total","Females","Number",":",""
"1977","Russia","Total","Females","Number",":",""
"1977","San Marino","Total","Females","Number",":",""
"1977","Ukraine","Total","Females","Number",":",""
"1977","Armenia","Total","Females","Number",":",""
"1977","Azerbaijan","Total","Females","Number",":",""
"1977","Georgia","Total","Females","Number",":",""
"1978","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1978","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1978","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1978","Euro area - 19 countries  (from 2015)","Total","Females","Number","153,484,742",""
"1978","Euro area - 18 countries (2014)","Total","Females","Number","151,705,169",""
"1978","Belgium","Total","Females","Number","5,023,356",""
"1978","Bulgaria","Total","Females","Number","4,420,915",""
"1978","Czechia","Total","Females","Number","5,262,227",""
"1978","Denmark","Total","Females","Number","2,577,115",""
"1978","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,136,229",""
"1978","Germany including former GDR","Total","Females","Number","41,077,045",""
"1978","Estonia","Total","Females","Number","782,521",""
"1978","Ireland","Total","Females","Number","1,642,700",""
"1978","Greece","Total","Females","Number","4,768,966",""
"1978","Spain","Total","Females","Number","18,700,859",""
"1978","France","Total","Females","Number",":",""
"1978","France (metropolitan)","Total","Females","Number","27,224,841",""
"1978","Croatia","Total","Females","Number",":",""
"1978","Italy","Total","Females","Number","28,725,411",""
"1978","Cyprus","Total","Females","Number","251,200",""
"1978","Latvia","Total","Females","Number","1,345,557",""
"1978","Lithuania","Total","Females","Number","1,779,573",""
"1978","Luxembourg","Total","Females","Number","183,289",""
"1978","Hungary","Total","Females","Number","5,492,842",""
"1978","Malta","Total","Females","Number","159,543",""
"1978","Netherlands","Total","Females","Number","6,990,658",""
"1978","Austria","Total","Females","Number","3,994,255",""
"1978","Poland","Total","Females","Number",":",""
"1978","Portugal","Total","Females","Number","4,958,610",""
"1978","Romania","Total","Females","Number","11,076,768",""
"1978","Slovenia","Total","Females","Number","954,800",""
"1978","Slovakia","Total","Females","Number","2,470,259",""
"1978","Finland","Total","Females","Number","2,451,299",""
"1978","Sweden","Total","Females","Number","4,162,409",""
"1978","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1978","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1978","European Free Trade Association","Total","Females","Number","5,386,994",""
"1978","Iceland","Total","Females","Number","110,269",""
"1978","Liechtenstein","Total","Females","Number","12,470",""
"1978","Norway","Total","Females","Number","2,041,301",""
"1978","Switzerland","Total","Females","Number","3,222,954",""
"1978","United Kingdom","Total","Females","Number","28,846,705",""
"1978","Montenegro","Total","Females","Number",":",""
"1978","North Macedonia","Total","Females","Number",":",""
"1978","Albania","Total","Females","Number",":",""
"1978","Serbia","Total","Females","Number",":",""
"1978","Turkey","Total","Females","Number","20,573,588",""
"1978","Andorra","Total","Females","Number",":",""
"1978","Belarus","Total","Females","Number",":",""
"1978","Bosnia and Herzegovina","Total","Females","Number",":",""
"1978","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1978","Moldova","Total","Females","Number",":",""
"1978","Monaco","Total","Females","Number",":",""
"1978","Russia","Total","Females","Number",":",""
"1978","San Marino","Total","Females","Number",":",""
"1978","Ukraine","Total","Females","Number",":",""
"1978","Armenia","Total","Females","Number",":",""
"1978","Azerbaijan","Total","Females","Number",":",""
"1978","Georgia","Total","Females","Number",":",""
"1979","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1979","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1979","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1979","Euro area - 19 countries  (from 2015)","Total","Females","Number","154,099,191",""
"1979","Euro area - 18 countries (2014)","Total","Females","Number","152,307,140",""
"1979","Belgium","Total","Females","Number","5,027,912",""
"1979","Bulgaria","Total","Females","Number","4,414,767",""
"1979","Czechia","Total","Females","Number","5,288,558",""
"1979","Denmark","Total","Females","Number","2,585,949",""
"1979","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,107,392",""
"1979","Germany including former GDR","Total","Females","Number","41,027,862",""
"1979","Estonia","Total","Females","Number","787,202",""
"1979","Ireland","Total","Females","Number","1,668,200",""
"1979","Greece","Total","Females","Number","4,850,568",""
"1979","Spain","Total","Females","Number","18,868,438",""
"1979","France","Total","Females","Number",":",""
"1979","France (metropolitan)","Total","Females","Number","27,347,548",""
"1979","Croatia","Total","Females","Number",":",""
"1979","Italy","Total","Females","Number","28,837,685",""
"1979","Cyprus","Total","Females","Number","253,100",""
"1979","Latvia","Total","Females","Number","1,351,568",""
"1979","Lithuania","Total","Females","Number","1,792,051",""
"1979","Luxembourg","Total","Females","Number","183,925",""
"1979","Hungary","Total","Females","Number","5,507,505",""
"1979","Malta","Total","Females","Number","160,549",""
"1979","Netherlands","Total","Females","Number","7,040,084",""
"1979","Austria","Total","Females","Number","3,985,363",""
"1979","Poland","Total","Females","Number",":",""
"1979","Portugal","Total","Females","Number","4,999,760",""
"1979","Romania","Total","Females","Number","11,173,278",""
"1979","Slovenia","Total","Females","Number","964,001",""
"1979","Slovakia","Total","Females","Number","2,496,077",""
"1979","Finland","Total","Females","Number","2,457,298",""
"1979","Sweden","Total","Females","Number","4,174,819",""
"1979","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1979","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1979","European Free Trade Association","Total","Females","Number","5,401,398",""
"1979","Iceland","Total","Females","Number","111,272",""
"1979","Liechtenstein","Total","Females","Number","12,729",""
"1979","Norway","Total","Females","Number","2,049,772",""
"1979","Switzerland","Total","Females","Number","3,227,625",""
"1979","United Kingdom","Total","Females","Number","28,857,624",""
"1979","Montenegro","Total","Females","Number",":",""
"1979","North Macedonia","Total","Females","Number",":",""
"1979","Albania","Total","Females","Number",":",""
"1979","Serbia","Total","Females","Number",":",""
"1979","Turkey","Total","Females","Number","21,086,702",""
"1979","Andorra","Total","Females","Number",":",""
"1979","Belarus","Total","Females","Number",":",""
"1979","Bosnia and Herzegovina","Total","Females","Number",":",""
"1979","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1979","Moldova","Total","Females","Number",":",""
"1979","Monaco","Total","Females","Number",":",""
"1979","Russia","Total","Females","Number",":",""
"1979","San Marino","Total","Females","Number",":",""
"1979","Ukraine","Total","Females","Number",":",""
"1979","Armenia","Total","Females","Number",":",""
"1979","Azerbaijan","Total","Females","Number",":",""
"1979","Georgia","Total","Females","Number",":",""
"1980","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1980","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1980","European Union - 27 countries (2007-2013)","Total","Females","Number","235,016,192",""
"1980","Euro area - 19 countries  (from 2015)","Total","Females","Number","154,699,758",""
"1980","Euro area - 18 countries (2014)","Total","Females","Number","152,897,830",""
"1980","Belgium","Total","Females","Number","5,036,166",""
"1980","Bulgaria","Total","Females","Number","4,437,268",""
"1980","Czechia","Total","Females","Number","5,310,984",""
"1980","Denmark","Total","Females","Number","2,593,012",""
"1980","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,122,268",""
"1980","Germany including former GDR","Total","Females","Number","41,023,108",""
"1980","Estonia","Total","Females","Number","790,617",""
"1980","Ireland","Total","Females","Number","1,687,700",""
"1980","Greece","Total","Females","Number","4,881,854",""
"1980","Spain","Total","Females","Number","19,023,427",""
"1980","France","Total","Females","Number",":",""
"1980","France (metropolitan)","Total","Females","Number","27,487,598",""
"1980","Croatia","Total","Females","Number",":",""
"1980","Italy","Total","Females","Number","28,929,293",""
"1980","Cyprus","Total","Females","Number","254,900",""
"1980","Latvia","Total","Females","Number","1,354,307",""
"1980","Lithuania","Total","Females","Number","1,801,928",""
"1980","Luxembourg","Total","Females","Number","185,475",""
"1980","Hungary","Total","Females","Number","5,520,754",""
"1980","Malta","Total","Females","Number","162,210",""
"1980","Netherlands","Total","Females","Number","7,096,734",""
"1980","Austria","Total","Females","Number","3,981,359",""
"1980","Poland","Total","Females","Number","18,159,646",""
"1980","Portugal","Total","Females","Number","5,042,890",""
"1980","Romania","Total","Females","Number","11,214,574",""
"1980","Slovenia","Total","Females","Number","974,117",""
"1980","Slovakia","Total","Females","Number","2,521,567",""
"1980","Finland","Total","Females","Number","2,464,508",""
"1980","Sweden","Total","Females","Number","4,187,535",""
"1980","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1980","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number","237,198,654",""
"1980","European Free Trade Association","Total","Females","Number","5,419,800",""
"1980","Iceland","Total","Females","Number","112,509",""
"1980","Liechtenstein","Total","Females","Number","12,913",""
"1980","Norway","Total","Females","Number","2,057,040",""
"1980","Switzerland","Total","Females","Number","3,237,338",""
"1980","United Kingdom","Total","Females","Number","28,892,661",""
"1980","Montenegro","Total","Females","Number",":",""
"1980","North Macedonia","Total","Females","Number",":",""
"1980","Albania","Total","Females","Number",":",""
"1980","Serbia","Total","Females","Number",":",""
"1980","Turkey","Total","Females","Number","21,641,899",""
"1980","Andorra","Total","Females","Number",":",""
"1980","Belarus","Total","Females","Number",":",""
"1980","Bosnia and Herzegovina","Total","Females","Number",":",""
"1980","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1980","Moldova","Total","Females","Number",":",""
"1980","Monaco","Total","Females","Number",":",""
"1980","Russia","Total","Females","Number",":",""
"1980","San Marino","Total","Females","Number",":",""
"1980","Ukraine","Total","Females","Number",":",""
"1980","Armenia","Total","Females","Number",":",""
"1980","Azerbaijan","Total","Females","Number",":",""
"1980","Georgia","Total","Females","Number",":",""
"1981","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1981","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1981","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1981","Euro area - 19 countries  (from 2015)","Total","Females","Number","155,356,457",""
"1981","Euro area - 18 countries (2014)","Total","Females","Number","153,544,502",""
"1981","Belgium","Total","Females","Number","5,041,979",""
"1981","Bulgaria","Total","Females","Number","4,454,938",""
"1981","Czechia","Total","Females","Number","5,303,918",""
"1981","Denmark","Total","Females","Number","2,595,764",""
"1981","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,176,912",""
"1981","Germany including former GDR","Total","Females","Number","41,059,485",""
"1981","Estonia","Total","Females","Number","795,741",""
"1981","Ireland","Total","Females","Number","1,708,700",""
"1981","Greece","Total","Females","Number","4,936,482",""
"1981","Spain","Total","Females","Number","19,167,940",""
"1981","France","Total","Females","Number",":",""
"1981","France (metropolitan)","Total","Females","Number","27,647,654",""
"1981","Croatia","Total","Females","Number","2,374,579","e"
"1981","Italy","Total","Females","Number","28,994,072",""
"1981","Cyprus","Total","Females","Number","258,200",""
"1981","Latvia","Total","Females","Number","1,356,752",""
"1981","Lithuania","Total","Females","Number","1,811,955",""
"1981","Luxembourg","Total","Females","Number","186,600",""
"1981","Hungary","Total","Females","Number","5,524,686",""
"1981","Malta","Total","Females","Number","163,269",""
"1981","Netherlands","Total","Females","Number","7,160,112",""
"1981","Austria","Total","Females","Number","3,983,154",""
"1981","Poland","Total","Females","Number",":",""
"1981","Portugal","Total","Females","Number","5,088,051",""
"1981","Romania","Total","Females","Number","11,288,141",""
"1981","Slovenia","Total","Females","Number","982,638",""
"1981","Slovakia","Total","Females","Number","2,540,738",""
"1981","Finland","Total","Females","Number","2,472,935",""
"1981","Sweden","Total","Females","Number","4,198,127",""
"1981","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1981","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1981","European Free Trade Association","Total","Females","Number","5,444,478",""
"1981","Iceland","Total","Females","Number","113,744",""
"1981","Liechtenstein","Total","Females","Number","12,696",""
"1981","Norway","Total","Females","Number","2,064,760",""
"1981","Switzerland","Total","Females","Number","3,253,278",""
"1981","United Kingdom","Total","Females","Number","28,932,214",""
"1981","Montenegro","Total","Females","Number",":",""
"1981","North Macedonia","Total","Females","Number",":",""
"1981","Albania","Total","Females","Number",":",""
"1981","Serbia","Total","Females","Number",":",""
"1981","Turkey","Total","Females","Number","22,153,959",""
"1981","Andorra","Total","Females","Number",":",""
"1981","Belarus","Total","Females","Number",":",""
"1981","Bosnia and Herzegovina","Total","Females","Number",":",""
"1981","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1981","Moldova","Total","Females","Number",":",""
"1981","Monaco","Total","Females","Number",":",""
"1981","Russia","Total","Females","Number",":",""
"1981","San Marino","Total","Females","Number",":",""
"1981","Ukraine","Total","Females","Number",":",""
"1981","Armenia","Total","Females","Number",":",""
"1981","Azerbaijan","Total","Females","Number",":",""
"1981","Georgia","Total","Females","Number",":",""
"1982","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1982","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1982","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1982","Euro area - 19 countries  (from 2015)","Total","Females","Number","155,854,410",""
"1982","Euro area - 18 countries (2014)","Total","Females","Number","154,031,150",""
"1982","Belgium","Total","Females","Number","5,042,116",""
"1982","Bulgaria","Total","Females","Number","4,471,841",""
"1982","Czechia","Total","Females","Number","5,310,895",""
"1982","Denmark","Total","Females","Number","2,595,330",""
"1982","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,189,833",""
"1982","Germany including former GDR","Total","Females","Number","41,046,356",""
"1982","Estonia","Total","Females","Number","800,677",""
"1982","Ireland","Total","Females","Number","1,728,700",""
"1982","Greece","Total","Females","Number","4,961,078",""
"1982","Spain","Total","Females","Number","19,290,450",""
"1982","France","Total","Females","Number",":",""
"1982","France (metropolitan)","Total","Females","Number","27,804,800",""
"1982","Croatia","Total","Females","Number","2,384,760","e"
"1982","Italy","Total","Females","Number","29,036,636",""
"1982","Cyprus","Total","Females","Number","262,907",""
"1982","Latvia","Total","Females","Number","1,361,170",""
"1982","Lithuania","Total","Females","Number","1,823,260",""
"1982","Luxembourg","Total","Females","Number","187,550",""
"1982","Hungary","Total","Females","Number","5,526,399",""
"1982","Malta","Total","Females","Number","164,086",""
"1982","Netherlands","Total","Females","Number","7,204,263",""
"1982","Austria","Total","Females","Number","3,993,808",""
"1982","Poland","Total","Females","Number",":",""
"1982","Portugal","Total","Females","Number","5,120,752",""
"1982","Romania","Total","Females","Number","11,359,888",""
"1982","Slovenia","Total","Females","Number","978,951",""
"1982","Slovakia","Total","Females","Number","2,562,173",""
"1982","Finland","Total","Females","Number","2,484,677",""
"1982","Sweden","Total","Females","Number","4,204,412",""
"1982","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1982","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1982","European Free Trade Association","Total","Females","Number","5,473,037",""
"1982","Iceland","Total","Females","Number","115,182",""
"1982","Liechtenstein","Total","Females","Number","13,228",""
"1982","Norway","Total","Females","Number","2,073,540",""
"1982","Switzerland","Total","Females","Number","3,271,087",""
"1982","United Kingdom","Total","Females","Number","28,936,510",""
"1982","Montenegro","Total","Females","Number",":",""
"1982","North Macedonia","Total","Females","Number",":",""
"1982","Albania","Total","Females","Number",":",""
"1982","Serbia","Total","Females","Number",":",""
"1982","Turkey","Total","Females","Number","22,693,570",""
"1982","Andorra","Total","Females","Number",":",""
"1982","Belarus","Total","Females","Number",":",""
"1982","Bosnia and Herzegovina","Total","Females","Number",":",""
"1982","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1982","Moldova","Total","Females","Number",":",""
"1982","Monaco","Total","Females","Number",":",""
"1982","Russia","Total","Females","Number",":",""
"1982","San Marino","Total","Females","Number",":",""
"1982","Ukraine","Total","Females","Number",":",""
"1982","Armenia","Total","Females","Number",":",""
"1982","Azerbaijan","Total","Females","Number",":",""
"1982","Georgia","Total","Females","Number",":",""
"1983","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1983","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1983","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1983","Euro area - 19 countries  (from 2015)","Total","Females","Number",":",""
"1983","Euro area - 18 countries (2014)","Total","Females","Number",":",""
"1983","Belgium","Total","Females","Number","5,044,878",""
"1983","Bulgaria","Total","Females","Number","4,486,480",""
"1983","Czechia","Total","Females","Number","5,316,340",""
"1983","Denmark","Total","Females","Number","2,595,244",""
"1983","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,118,246",""
"1983","Germany including former GDR","Total","Females","Number","40,958,488",""
"1983","Estonia","Total","Females","Number","805,761",""
"1983","Ireland","Total","Females","Number","1,743,900",""
"1983","Greece","Total","Females","Number","4,992,484",""
"1983","Spain","Total","Females","Number","19,394,758",""
"1983","France","Total","Females","Number",":",""
"1983","France (metropolitan)","Total","Females","Number","27,978,468",""
"1983","Croatia","Total","Females","Number","2,397,661","e"
"1983","Italy","Total","Females","Number","29,062,838",""
"1983","Cyprus","Total","Females","Number","263,719",""
"1983","Latvia","Total","Females","Number","1,367,779",""
"1983","Lithuania","Total","Females","Number","1,837,425",""
"1983","Luxembourg","Total","Females","Number","187,675",""
"1983","Hungary","Total","Females","Number","5,523,082",""
"1983","Malta","Total","Females","Number",":",""
"1983","Netherlands","Total","Females","Number","7,236,953",""
"1983","Austria","Total","Females","Number","3,981,596",""
"1983","Poland","Total","Females","Number",":",""
"1983","Portugal","Total","Females","Number","5,148,652",""
"1983","Romania","Total","Females","Number","11,411,665",""
"1983","Slovenia","Total","Females","Number","985,910",""
"1983","Slovakia","Total","Females","Number","2,582,675",""
"1983","Finland","Total","Females","Number","2,498,846",""
"1983","Sweden","Total","Females","Number","4,210,128",""
"1983","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Total","Females","Number",":",""
"1983","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Total","Females","Number",":",""
"1983","European Free Trade Association","Total","Females","Number","5,500,943",""
"1983","Iceland","Total","Females","Number","116,852",""
"1983","Liechtenstein","Total","Females","Number","13,376",""
"1983","Norway","Total","Females","Number","2,082,035",""
"1983","Switzerland","Total","Females","Number","3,288,680",""
"1983","United Kingdom","Total","Females","Number","28,935,694",""
"1983","Montenegro","Total","Females","Number",":",""
"1983","North Macedonia","Total","Females","Number",":",""
"1983","Albania","Total","Females","Number",":",""
"1983","Serbia","Total","Females","Number",":",""
"1983","Turkey","Total","Females","Number","23,262,258",""
"1983","Andorra","Total","Females","Number",":",""
"1983","Belarus","Total","Females","Number",":",""
"1983","Bosnia and Herzegovina","Total","Females","Number",":",""
"1983","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1983","Moldova","Total","Females","Number",":",""
"1983","Monaco","Total","Females","Number",":",""
"1983","Russia","Total","Females","Number",":",""
"1983","San Marino","Total","Females","Number",":",""
"1983","Ukraine","Total","Females","Number",":",""
"1983","Armenia","Total","Females","Number",":",""
"1983","Azerbaijan","Total","Females","Number",":",""
"1983","Georgia","Total","Females","Number",":",""
"1984","European Union - 27 countries (from 2020)","Total","Females","Number",":",""
"1984","European Union - 28 countries (2013-2020)","Total","Females","Number",":",""
"1984","European Union - 27 countries (2007-2013)","Total","Females","Number",":",""
"1984","Euro area - 19 countries  (from 2015)","Total","Females","Number","156,488,757",""
"1984","Euro area - 18 countries (2014)","Total","Females","Number","154,636,270",""
"1984","Belgium","Total","Females","Number","5,043,503",""
"1984","Bulgaria","Total","Females","Number","4,500,629",""
"1984","Czechia","Total","Females","Number","5,317,388",""
"1984","Denmark","Total","Females","Number","2,594,188",""
"1984","Germany (until 1990 former territory of the FRG)","Total","Females","Number","32,000,881",""
"1984","Germany including former GDR","Total","Females","Number","40,825,410",""
"1984","Estonia","Total","Females","Number","810,533",""
"1984","Ireland","Total","Females","Number","1,756,700",""
"1984","Greece","Total","Females","Number","5,017,620",""
"1984","Spain","Total","Females","Number","19,477,810",""
"1984","France","Total","Females","Number",":",""
